libellé métier,lien site onisep.fr,nom publication,collection,année,gencod,GFE,code ROME,libellé ROME,lien ROME
électronicien / électronicienne automobile,http://www.onisep.fr/http/redirection/metier/identifiant/10373,Les métiers de l'électronique et de la robotique,Parcours,2015,9782273012317,"H : Electricité, énergie, électronique",I1604,Mécanique automobile et entretien de véhicules,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1604
façonnier / façonnière des industries graphiques,http://www.onisep.fr/http/redirection/metier/identifiant/100266,Les métiers du livre,Parcours,2017,9782273013260,"N : Techniques graphiques, impression",E1302,Conduite de machines de façonnage routage,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1302
technicien électrotechnicien / technicienne électrotechnicienne,http://www.onisep.fr/http/redirection/metier/identifiant/10368,Les métiers du bâtiment et des travaux publics,Parcours,2016,9782273012782,"H : Electricité, énergie, électronique",F1602,Électricité bâtiment,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1602
horloger / horlogère,http://www.onisep.fr/http/redirection/metier/identifiant/10367,,Fiches métiers / onisep.fr,,,F : Mécanique,B1604,Réparation - montage en systèmes horlogers,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=B1604
microtechnicien / microtechnicienne,http://www.onisep.fr/http/redirection/metier/identifiant/10366,,Fiches métiers / onisep.fr,,,F : Mécanique,H2909,Montage-assemblage mécanique,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2909
électricien installateur / électricienne installatrice,http://www.onisep.fr/http/redirection/metier/identifiant/100255,Les métiers du bâtiment et des travaux publics,Parcours,2016,9782273012782,"H : Electricité, énergie, électronique",F1602,Électricité bâtiment,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1602
technicien / technicienne automobile,http://www.onisep.fr/http/redirection/metier/identifiant/10361,Les métiers de l'automobile,Parcours,2018,9782273013840,F : Mécanique,I1604,Mécanique automobile et entretien de véhicules,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1604
dessinateur / dessinatrice en construction mécanique,http://www.onisep.fr/http/redirection/metier/identifiant/100239,,Fiches métiers / onisep.fr,,,F : Mécanique,H1203,Conception et dessin produits mécaniques,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1203
administrateur / administratrice de biens,http://www.onisep.fr/http/redirection/metier/identifiant/10082,Les métiers de l'immobilier,Parcours,2018,9782273013918,"Q : Commerce, gestion, finances",C1501,Gérance immobilière,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=C1501
ingénieur / ingénieure plasturgiste,http://www.onisep.fr/http/redirection/metier/identifiant/10328,,Fiches métiers / onisep.fr,,,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",H1206,"Management et ingénierie études, recherche et développement industriel",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206
éducateur sportif / éducatrice sportive des activités aquatiques et de la natation,http://www.onisep.fr/http/redirection/metier/identifiant/10259,Les métiers du sport,Parcours,2017,9782273013321,"S : Hôtellerie, tourisme, loisirs",G1204,Éducation en activités sportives,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1204
moniteur / monitrice de ski,http://www.onisep.fr/http/redirection/metier/identifiant/10256,Les métiers auprès des enfants,Parcours,2015,9782273012294,"S : Hôtellerie, tourisme, loisirs",G1204,Éducation en activités sportives,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1204
accompagnateur / accompagnatrice en moyenne montagne,http://www.onisep.fr/http/redirection/metier/identifiant/10257,Les métiers du sport,Parcours,2017,9782273013321,"S : Hôtellerie, tourisme, loisirs",G1201,"Accompagnement de voyages, d'activités culturelles ou sportives",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1201
animateur socioculturel / animatrice socioculturelle,http://www.onisep.fr/http/redirection/metier/identifiant/10253,Les métiers du social,Parcours,2015,9782273012300,"S : Hôtellerie, tourisme, loisirs",G1202,Animation d'activités culturelles ou ludiques,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1202
éducateur / éducatrice de jeunes enfants,http://www.onisep.fr/http/redirection/metier/identifiant/10251,Les métiers du social,Parcours,2015,9782273012300,"R : Santé, social, soins personnels",K1202,Éducation de jeunes enfants,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1202
matelot de la marine marchande,http://www.onisep.fr/http/redirection/metier/identifiant/100238,Les métiers du transport et de la logistique,Parcours,2016,9782273012836,"O : Transport, logistique",N3102,Equipage de la navigation maritime,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N3102
serrurier-métallier / serrurière-métallière,http://www.onisep.fr/http/redirection/metier/identifiant/10030,Les métiers du bâtiment et des travaux publics,Parcours,2016,9782273012782,E : Travail des métaux,H2902,Chaudronnerie - tôlerie,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2902
menuisier / menuisière,http://www.onisep.fr/http/redirection/metier/identifiant/10029,Les métiers du bâtiment et des travaux publics,Parcours,2016,9782273012782,M : Travail du bois,H2206,Réalisation de menuiserie bois et tonnellerie,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2206
viticulteur / viticultrice,http://www.onisep.fr/http/redirection/metier/identifiant/100230,Les métiers de l'agriculture et de la forêt,Parcours,2017,9782273013307,A : Agriculture,A1405,Arboriculture et viticulture,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1405
chargé / chargée de clientèle banque,http://www.onisep.fr/http/redirection/metier/identifiant/10094,Les métiers de la banque,Pourquoi pas moi ?,2014,9782273012249,"Q : Commerce, gestion, finances",C1206,Gestion de clientèle bancaire,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=C1206
technicien / technicienne d'essais,http://www.onisep.fr/http/redirection/metier/identifiant/10388,Les métiers de l'électronique et de la robotique,Parcours,2015,9782273012317,F : Mécanique,H1210,"Intervention technique en études, recherche et développement",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1210
installateur / installatrice en télécoms,http://www.onisep.fr/http/redirection/metier/identifiant/100254,,Fiches métiers / onisep.fr,,,"H : Electricité, énergie, électronique",I1307,Installation et maintenance télécoms et courants faibles,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1307
chef / cheffe de rayon,http://www.onisep.fr/http/redirection/metier/identifiant/100270,Les métiers du commerce et de la vente,Parcours,2018,9782273013864,"Q : Commerce, gestion, finances",D1503,Management/gestion de rayon produits non alimentaires,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1503
chef / cheffe de rayon,http://www.onisep.fr/http/redirection/metier/identifiant/100270,"Les métiers du marketing, de la publicité et de la vente",Parcours,2016,9782273012799,"Q : Commerce, gestion, finances",D1502,Management/gestion de rayon produits alimentaires,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1502
scénariste,http://www.onisep.fr/http/redirection/metier/identifiant/10175,Les métiers du cinéma,Parcours,2018,9782273013871,"V : Arts, spectacle, audiovisuel",E1102,"Ecriture d'ouvrages, de livres",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1102
consignataire de navire,http://www.onisep.fr/http/redirection/metier/identifiant/10113,Les métiers du transport et de la logistique,Parcours,2016,9782273012836,"O : Transport, logistique",N1202,Gestion des opérations de circulation internationale des marchandises,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N1202
technicien / technicienne télécoms et réseaux,http://www.onisep.fr/http/redirection/metier/identifiant/10382,Les métiers de l'électronique et de la robotique,Parcours,2015,9782273012317,"H : Electricité, énergie, électronique",I1307,Installation et maintenance télécoms et courants faibles,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1307
architecte réseaux,http://www.onisep.fr/http/redirection/metier/identifiant/10381,Les métiers de l'informatique,Parcours,2017,9782273013291,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",M1804,Études et développement de réseaux de télécoms,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1804
ingénieur électronicien / ingénieure électronicienne,http://www.onisep.fr/http/redirection/metier/identifiant/10377,Les métiers de l'électronique et de la robotique,Parcours,2015,9782273012317,"H : Electricité, énergie, électronique",H1206,"Management et ingénierie études, recherche et développement industriel",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206
ingénieur / ingénieure en aéronautique,http://www.onisep.fr/http/redirection/metier/identifiant/10387,Les métiers de l'industrie aéronautique et spatiale,Parcours,2017,9782273013284,F : Mécanique,I1102,Management et ingénierie de maintenance industrielle,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1102
animalier / animalière de laboratoire,http://www.onisep.fr/http/redirection/metier/identifiant/100311,Les métiers auprès des animaux,Parcours,2015,9782273012287,A : Agriculture,A1408,Élevage d'animaux sauvages ou de compagnie,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1408
aquaculteur / aquacultrice,http://www.onisep.fr/http/redirection/metier/identifiant/100319,Les métiers auprès des animaux,Parcours,2015,9782273012287,"B : Pêche, Mer",A1404,Aquaculture,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1404
ouvrier / ouvrière agricole,http://www.onisep.fr/http/redirection/metier/identifiant/100314,Les métiers de l'agriculture et de la forêt,Parcours,2017,9782273013307,A : Agriculture,A1416,"Polyculture, élevage",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1416
vendeur-conseil / vendeuse-conseil en matériel agricole,http://www.onisep.fr/http/redirection/metier/identifiant/100317,Les métiers de l'agriculture et de la forêt,Parcours,2017,9782273013307,"Q : Commerce, gestion, finances",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
agenceur / agenceuse de cuisines et salles de bains,http://www.onisep.fr/http/redirection/metier/identifiant/10003,"Les métiers de l'architecture, de l'urbanisme et du paysage",Parcours,2017,9782273013253,C : Bâtiment,F1604,Montage d'agencements,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1604
contrôleur / contrôleuse de performance,http://www.onisep.fr/http/redirection/metier/identifiant/100278,Les métiers de l'agriculture et de la forêt,Parcours,2017,9782273013307,A : Agriculture,A1302,Contrôle et diagnostic technique en agriculture,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1302
technicien / technicienne qualité,http://www.onisep.fr/http/redirection/metier/identifiant/10321,Les métiers de la chimie,Parcours,2016,9782273012867,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",H1506,Intervention technique qualité en mécanique et travail des métaux,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1506
technicien / technicienne qualité,http://www.onisep.fr/http/redirection/metier/identifiant/10321,Les métiers de l'électronique et de la robotique,Parcours,2015,9782273012317,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",H1503,Intervention technique en laboratoire d'analyse industrielle,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1503
ouvrier forestier / ouvrière forestière,http://www.onisep.fr/http/redirection/metier/identifiant/100231,Les métiers de l'agriculture et de la forêt,Parcours,2017,9782273013307,A : Agriculture,A1205,Sylviculture,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1205
géomètre-topographe,http://www.onisep.fr/http/redirection/metier/identifiant/10014,Les métiers du bâtiment et des travaux publics,Parcours,2016,9782273012782,C : Bâtiment,F1108,Métré de la construction,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1108
soudeur / soudeuse,http://www.onisep.fr/http/redirection/metier/identifiant/10359,,Fiches métiers / onisep.fr,,,E : Travail des métaux,I1502,Intervention en milieu subaquatique,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1502
mécanicien-outilleur / mécanicienne-outilleuse,http://www.onisep.fr/http/redirection/metier/identifiant/10358,Les métiers de l'automobile,Parcours,2018,9782273013840,F : Mécanique,H2901,Ajustement et montage de fabrication,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2901
technicien / technicienne de forge,http://www.onisep.fr/http/redirection/metier/identifiant/10355,Les métiers de l'industrie aéronautique et spatiale,Parcours,2017,9782273013284,E : Travail des métaux,H2904,Conduite d'équipement de déformation des métaux,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2904
caviste,http://www.onisep.fr/http/redirection/metier/identifiant/10347,Les métiers du goût et des saveurs,Parcours,2018,9782273013888,K : Production alimentaire,A1413,Fermentation de boissons alcoolisées,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1413
oenologue,http://www.onisep.fr/http/redirection/metier/identifiant/10346,Les métiers de l'agriculture et de la forêt,Parcours,2017,9782273013307,K : Production alimentaire,A1413,Fermentation de boissons alcoolisées,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1413
responsable qualité en agroalimentaire,http://www.onisep.fr/http/redirection/metier/identifiant/10343,Les métiers du commerce et de la distribution,Zoom,2016,9782273012768,K : Production alimentaire,H1502,Management et ingénierie qualité industrielle,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1502
responsable des ressources humaines,http://www.onisep.fr/http/redirection/metier/identifiant/10047,Les métiers de la comptabilité et de la gestion,Parcours,2017,9782273013246,"Q : Commerce, gestion, finances",M1503,Management des ressources humaines,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1503
