Département,zipcode,Commune,ETABLISSEMENT,Code UAI,coordinates
Gironde,33000,Bordeaux,Francisco Goya,0331462K,"{""type"":""Point"",""coordinates"":[-0.5768948,44.8343546]}"
Gironde,33150,Cenon,Jean Jaurès,0331885V,"{""type"":""Point"",""coordinates"":[-0.5151289,44.863086]}"
Gironde,33150,Cenon,Jean Zay,0331464M,"{""type"":""Point"",""coordinates"":[-0.5130068,44.8551729]}"
Gironde,33270,Floirac,Nelson Mandela,0332189A,"{""type"":""Point"",""coordinates"":[-0.5333988,44.8386878]}"
Dordogne,24380,Vergt,Les Trois Vallées,0240056F,"{""type"":""Point"",""coordinates"":[0.7127947,45.0253541]}"
Landes,40310,Gabarret,Jules Ferry,0400010U,"{""type"":""Point"",""coordinates"":[0.0061835,43.9852777]}"
Landes,40210,Labouheyre,Félix Arnaudin,0400014Y,"{""type"":""Point"",""coordinates"":[-0.9166351,44.2005727]}"
Ardennes,08170,Fumay,Les Aurains,0080017A,"{""type"":""Point"",""coordinates"":[4.7056944,49.99131]}"
Ardennes,08500,Revin,George Sand,0080949N,"{""type"":""Point"",""coordinates"":[4.6468574,49.9347527]}"
Aube,10000,Troyes,Marie Curie,0100081J,"{""type"":""Point"",""coordinates"":[4.0733618,48.2712944]}"
Bas-Rhin,67100,Strasbourg,Stockfeld,0671691Z,"{""type"":""Point"",""coordinates"":[7.7644233,48.5385872]}"
Bas-Rhin,67200,Strasbourg,Sophie Germain,0671590P,"{""type"":""Point"",""coordinates"":[7.719157,48.6011941]}"
Bas-Rhin,67200,Strasbourg,Jacques Twinger,0671508A,"{""type"":""Point"",""coordinates"":[7.7055359,48.5810861]}"
Haut-Rhin,68200,Mulhouse,Bel Air,0681961M,"{""type"":""Point"",""coordinates"":[7.3053627,47.7302297]}"
Haut-Rhin,68000,Colmar,Pfeffel,0680009R,"{""type"":""Point"",""coordinates"":[7.3469756,48.083935]}"
Haute-Marne,52000,Chaumont,La Rochotte,0520737U,"{""type"":""Point"",""coordinates"":[5.1347368,48.0897832]}"
Haute-Marne,52300,Joinville,Cressot,0520822L,"{""type"":""Point"",""coordinates"":[5.1555901,48.4409653]}"
Marne,51100,Reims,Maryse Bastié,0511470W,"{""type"":""Point"",""coordinates"":[4.0446141,49.2697549]}"
Aube,10000,Troyes,Les Jacobins,0100038M,"{""type"":""Point"",""coordinates"":[4.0794046,48.2959211]}"
Gironde,33300,Bordeaux,du Grand Parc,0330140Y,"{""type"":""Point"",""coordinates"":[-0.5832821,44.8562437]}"
Gironde,33230,Coutras,Henri de Navarre,0331621H,"{""type"":""Point"",""coordinates"":[-0.1189655,45.0416304]}"
Bas-Rhin,67240,Bischwiller,André Maurois,0672130B,"{""type"":""Point"",""coordinates"":[7.8480209,48.7787837]}"
Mayotte,97610,Pamandzi,de Zena M'Dere,9760183V,"{""type"":""Point"",""coordinates"":[45.2838635,-12.7937647]}"
Martinique,97220,La Trinité,Beauséjour - Frantz Fanon,9720351Z,"{""type"":""Point"",""coordinates"":[-60.9472,14.743]}"
Martinique,97200,Fort-de-France,Gérard Café,9720447D,"{""type"":""Point"",""coordinates"":[-61.0732,14.6056]}"
Martinique,97225,Le Marigot,Eugène Mona,9720028Y,"{""type"":""Point"",""coordinates"":[-61.0242,14.8206]}"
Moselle,57150,Creutzwald,Jacques-Yves Cousteau,0572690P,"{""type"":""Point"",""coordinates"":[6.7106724,49.2094882]}"
Meurthe-et-Moselle,54200,Toul,Croix de Metz,0541565H,"{""type"":""Point"",""coordinates"":[5.895237,48.6914987]}"
Moselle,57290,Fameck,Charles de Gaulle,0573269U,"{""type"":""Point"",""coordinates"":[6.1162732,49.3023993]}"
Marne,51100,Reims,François Legros,0511254L,"{""type"":""Point"",""coordinates"":[4.0113187,49.2369773]}"
Marne,51100,Reims,Trois Fontaines,0511214T,"{""type"":""Point"",""coordinates"":[4.0111411,49.2767775]}"
Meuse,55700,Stenay,Alfred Kastler,0550020Y,"{""type"":""Point"",""coordinates"":[5.197745,49.4862422]}"
Meuse,55100,Verdun,Maurice Barrès,0550758A,"{""type"":""Point"",""coordinates"":[5.406172,49.1525701]}"
Moselle,57450,Farébersviller,Georges Holderith,0572023P,"{""type"":""Point"",""coordinates"":[6.8836851,49.1178913]}"
Moselle,57000,Metz,François Rabelais,0572168X,"{""type"":""Point"",""coordinates"":[6.172099,49.097194]}"
Moselle,57200,Sarreguemines,Jean Jaurès,0572587C,"{""type"":""Point"",""coordinates"":[7.0492402,49.1032914]}"
Vosges,88130,Charmes,Maurice Barrès,0881145S,"{""type"":""Point"",""coordinates"":[6.2897174,48.367261]}"
Vosges,88700,Rambervillers,Alphonse Cytère,0880045W,"{""type"":""Point"",""coordinates"":[6.6372344,48.3532779]}"
Vosges,88210,Senones,André Malraux,0881101U,"{""type"":""Point"",""coordinates"":[6.972853,48.393881]}"
Martinique,97232,Le Lamentin,Petit Manoir,9720083H,"{""type"":""Point"",""coordinates"":[-60.9974589,14.6129113]}"
Martinique,97231,Le Robert,Paul Symphor,9720019N,"{""type"":""Point"",""coordinates"":[-60.9401354,14.6804779]}"
Guadeloupe,97139,Les Abymes,Aurélie Lambourde,9710938T,"{""type"":""Point"",""coordinates"":[-61.503,16.2717]}"
La Réunion,97420,Le Port,Edmond Albius,9740548C,"{""type"":""Point"",""coordinates"":[55.3051,-20.9341]}"
Martinique,97230,Sainte-Marie,du Morne des Esses,9720842H,"{""type"":""Point"",""coordinates"":[-61.0137,14.749]}"
Martinique,97232,Le Lamentin,Place d'Armes 2,9720848P,"{""type"":""Point"",""coordinates"":[-60.9877,14.6142]}"
La Réunion,97460,Saint-Paul,Antoine Soubou,9740596E,"{""type"":""Point"",""coordinates"":[55.2748,-21.0055]}"
Mayotte,97600,Mamoudzou,Kawéni 2,9760314M,"{""type"":""Point"",""coordinates"":[45.2188,-12.7826]}"
Mayotte,97600,Mamoudzou,de Kwale,9760368W,"{""type"":""Point"",""coordinates"":[45.209,-12.8003]}"
Mayotte,97600,Mamoudzou,de M'Gombani,9760219J,"{""type"":""Point"",""coordinates"":[45.2288,-12.7798]}"
Mayotte,97600,Mamoudzou,de M'Tsangamouji,9760167C,"{""type"":""Point"",""coordinates"":[45.209,-12.8003]}"
Mayotte,97600,Mamoudzou,de Passamainty,9760308F,"{""type"":""Point"",""coordinates"":[45.209,-12.8003]}"
La Réunion,97433,Salazie,Auguste Lacaussade,9740651P,"{""type"":""Point"",""coordinates"":[55.4964,-21.0304]}"
Guadeloupe,97115,Sainte-Rose,Bois Rada,9711181G,"{""type"":""Point"",""coordinates"":[-61.6695,16.2819]}"
Martinique,97212,Saint-Joseph,Belle Étoile,9720021R,"{""type"":""Point"",""coordinates"":[-61.0368,14.671]}"
La Réunion,97480,Saint-Joseph,Joseph Hubert,9740577J,"{""type"":""Point"",""coordinates"":[55.6262,-21.3731]}"
La Réunion,97460,Saint-Paul,de Plateau-Caillou,9741190A,"{""type"":""Point"",""coordinates"":[55.2664,-21.0213]}"
La Réunion,97439,Sainte-Rose,Thérésien Cadet,9740044E,"{""type"":""Point"",""coordinates"":[55.8262,-21.1552]}"
Hauts-de-Seine,92000,Nanterre,Victor Hugo,0920882J,"{""type"":""Point"",""coordinates"":[2.204678,48.8931597]}"
La Réunion,97440,Saint-André,du Bassin Bleu,9740065C,"{""type"":""Point"",""coordinates"":[55.6558,-20.9568]}"
La Réunion,97440,Saint-André,Joseph Bédier,9740599H,"{""type"":""Point"",""coordinates"":[55.6484,-20.9574]}"
La Réunion,97426,Les Trois-Bassins,de Trois-Bassins,9740085Z,"{""type"":""Point"",""coordinates"":[55.2985,-21.1035]}"
La Réunion,97413,Cilaos,Alsace Corré,9740096L,"{""type"":""Point"",""coordinates"":[55.4729,-21.1353]}"
La Réunion,97438,Sainte-Marie,Adrien Cerneau,9740022F,"{""type"":""Point"",""coordinates"":[55.5546,-20.896]}"
Hauts-de-Seine,92000,Nanterre,Paul Éluard,0921940J,"{""type"":""Point"",""coordinates"":[2.2228318,48.8936694]}"
Haute-Savoie,74102,Annemasse,Michel Servet,0741165P,"{""type"":""Point"",""coordinates"":[6.2375143,46.1923504]}"
Haute-Savoie,74950,Scionzier,Gallay,0741139L,"{""type"":""Point"",""coordinates"":[6.5380598,46.0682269]}"
Drôme,26000,Valence,Marcel Pagnol,0260978X,"{""type"":""Point"",""coordinates"":[4.9245613,44.9439863]}"
Haute-Savoie,74300,Cluses,Geneviève Anthonioz-de Gaulle,0740911N,"{""type"":""Point"",""coordinates"":[6.576208,46.06412]}"
Haute-Savoie,74240,Gaillard,Jacques Prévert,0741097R,"{""type"":""Point"",""coordinates"":[6.216023,46.1868117]}"
Mayotte,97615,Dzaoudzi,Boueni M'Titi,9760008E,"{""type"":""Point"",""coordinates"":[45.2794,-12.7861]}"
Mayotte,97650,Bandraboua,de Dzoumogné,9760094Y,"{""type"":""Point"",""coordinates"":[45.1179,-12.7186]}"
Mayotte,97600,Koungou,de Koungou,9760244L,"{""type"":""Point"",""coordinates"":[45.1878,-12.7462]}"
Mayotte,97640,Sada,de Sada,9760180S,"{""type"":""Point"",""coordinates"":[45.1025,-12.8508]}"
Mayotte,97620,Chirongui,Marcel Henry,9760042S,"{""type"":""Point"",""coordinates"":[45.1405,-12.8958]}"
Isère,38150,Roussillon,de l'Édit,0380050Y,"{""type"":""Point"",""coordinates"":[4.8017861,45.3674213]}"
Hauts-de-Seine,92140,Clamart,des Petits Ponts,0920854D,"{""type"":""Point"",""coordinates"":[2.2508756,48.7866306]}"
Hauts-de-Seine,92230,Gennevilliers,Édouard Vaillant,0921157H,"{""type"":""Point"",""coordinates"":[2.3005149,48.9237762]}"
Hauts-de-Seine,92700,Colombes,Jean-Baptiste Clément,0921160L,"{""type"":""Point"",""coordinates"":[2.257968,48.9318965]}"
Hauts-de-Seine,92220,Bagneux,Joliot-Curie,0921778H,"{""type"":""Point"",""coordinates"":[2.3155537,48.8020268]}"
Guadeloupe,97127,La Désirade,Maryse Condé,9710033J,"{""type"":""Point"",""coordinates"":[-61.0751,16.3034]}"
Nord (département français)|Nord,59610,Fourmies,Léo Lagrange,0593252P,"{""type"":""Point"",""coordinates"":[4.0511871,50.0208814]}"
Drôme,26000,Valence,Paul Valéry,0260117L,"{""type"":""Point"",""coordinates"":[4.8961885,44.9284879]}"
Drôme,26200,Montélimar,Europa,0261086P,"{""type"":""Point"",""coordinates"":[4.7206985,44.5578424]}"
Isère,38600,Fontaine,Gérard Philipe,0381810L,"{""type"":""Point"",""coordinates"":[5.6789448,45.1999804]}"
Isère,38200,Vienne,François Ponsard,0381907S,"{""type"":""Point"",""coordinates"":[4.877232,45.526526]}"
Nord (département français)|Nord,59950,Auby,Victor Hugo,0594297A,"{""type"":""Point"",""coordinates"":[3.0552178,50.4124488]}"
Hauts-de-Seine,92220,Bagneux,Romain Rolland,0921168V,"{""type"":""Point"",""coordinates"":[2.3002266,48.7919798]}"
Hauts-de-Seine,92220,Bagneux,Henri Barbusse,0921631Y,"{""type"":""Point"",""coordinates"":[2.3179282,48.7960774]}"
Hauts-de-Seine,92700,Colombes,Moulin Joly,0920592U,"{""type"":""Point"",""coordinates"":[2.2427602,48.9281715]}"
Hauts-de-Seine,92700,Colombes,Marguerite Duras,0921675W,"{""type"":""Point"",""coordinates"":[2.2330218,48.9180907]}"
Hauts-de-Seine,92000,Nanterre,République,0920594W,"{""type"":""Point"",""coordinates"":[2.2060473,48.9023579]}"
Hauts-de-Seine,92000,Nanterre,André Doucet,0921394R,"{""type"":""Point"",""coordinates"":[2.1954341,48.8997218]}"
Corse-du-Sud,20090,Ajaccio,Arthur Giovoni,6200006M,"{""type"":""Point"",""coordinates"":[8.7488488,41.941447]}"
La Réunion,97460,Saint-Paul,L'Étang Saint-Paul,9740069G,"{""type"":""Point"",""coordinates"":[55.2882,-20.9842]}"
Drôme,26000,Valence,Jean Zay,0260049L,"{""type"":""Point"",""coordinates"":[4.90001,44.937]}"
Corse-du-Sud,20090,Ajaccio,Les Padule,6200084X,"{""type"":""Point"",""coordinates"":[8.7388461,41.9350085]}"
Guadeloupe,97125,Bouillante,Fontaines Bouillantes,9710026B,"{""type"":""Point"",""coordinates"":[-61.766,16.1425]}"
Guadeloupe,97116,Pointe-Noire,Courbaril,9710029E,"{""type"":""Point"",""coordinates"":[-61.7899,16.2324]}"
Guadeloupe,97140,Capesterre-de-Marie-Galante,Nelson Mandela,9710032H,"{""type"":""Point"",""coordinates"":[-61.2209,15.8923]}"
Creuse,23400,Bourganeuf,Jean Picart le Doux,0230507B,"{""type"":""Point"",""coordinates"":[1.7491437,45.9533073]}"
Savoie,73200,Albertville,Combe de Savoie,0730904L,"{""type"":""Point"",""coordinates"":[6.3715972,45.6659841]}"
Isère,38130,Échirolles,Jean Vilar,0381903M,"{""type"":""Point"",""coordinates"":[5.72973,45.1561]}"
Isère,38100,Grenoble,Lucie Aubrac,0382032C,"{""type"":""Point"",""coordinates"":[5.7386,45.1621]}"
Indre-et-Loire,37000,Tours,Alphonse de Lamartine,0370769K,"{""type"":""Point"",""coordinates"":[0.6682583,47.3911306]}"
Loire,42000,Saint-Étienne,Jules Vallès,0421176A,"{""type"":""Point"",""coordinates"":[4.4004753,45.4457849]}"
Guadeloupe,97110,Pointe-à-Pitre,Sadi Carnot,9710073C,"{""type"":""Point"",""coordinates"":[-61.5345,16.2409]}"
Hérault,34500,Béziers,Henri IV,0340118U,"{""type"":""Point"",""coordinates"":[3.2098811,43.3434764]}"
Rhône,69140,Rillieux-la-Pape,Paul-Émile Victor,0692159X,"{""type"":""Point"",""coordinates"":[4.9060027,45.8171777]}"
Haute-Corse,20600,Bastia,Montesoro,7200013B,"{""type"":""Point"",""coordinates"":[9.4366906,42.6720912]}"
Haute-Garonne,31300,Toulouse,Lamartine,0311327Z,"{""type"":""Point"",""coordinates"":[1.4337286,43.5950277]}"
Gironde,33700,Mérignac,Jules Ferry,0330146E,"{""type"":""Point"",""coordinates"":[-0.6506805,44.8420616]}"
Gironde,33600,Pessac,Gérard Philippe,0332191C,"{""type"":""Point"",""coordinates"":[-0.6223781,44.7993225]}"
Indre-et-Loire,37000,Tours,Jules Michelet,0370041U,"{""type"":""Point"",""coordinates"":[0.6950002,47.3841019]}"
Hauts-de-Seine,92110,Clichy,Jean Jaurès,0921623P,"{""type"":""Point"",""coordinates"":[2.3076959,48.9061302]}"
Doubs,25200,Montbéliard,Lou Blazer,0251395F,"{""type"":""Point"",""coordinates"":[6.7897074,47.4986828]}"
Yvelines,78280,Guyancourt,Ariane,0783378Y,"{""type"":""Point"",""coordinates"":[2.0696971,48.7677229]}"
Côte-d'Or,21600,Longvic,Roland Dorgelès,0210057Y,"{""type"":""Point"",""coordinates"":[5.0595341,47.2954207]}"
Côte-d'Or,21000,Dijon,Gaston Roupnel,0211136W,"{""type"":""Point"",""coordinates"":[5.0440766,47.3364507]}"
Yvelines,78000,Versailles,de Clagny,0781298M,"{""type"":""Point"",""coordinates"":[2.1442666,48.8104095]}"
Ain,01100,Oyonnax,Ampère,0010802S,"{""type"":""Point"",""coordinates"":[5.637347,46.254145]}"
Drôme,26700,Pierrelatte,Gustave Jaume,0261090U,"{""type"":""Point"",""coordinates"":[4.69743,44.3807]}"
Rhône,69310,Pierre-Bénite,Marcel Pagnol,0690076H,"{""type"":""Point"",""coordinates"":[4.8190108,45.6992041]}"
Rhône,69190,Saint-Fons,Alain,0692342W,"{""type"":""Point"",""coordinates"":[4.8560136,45.6968244]}"
Rhône,69120,Vaulx-en-Velin,Henri Barbusse,0692336P,"{""type"":""Point"",""coordinates"":[4.9161622,45.7858935]}"
Rhône,69120,Vaulx-en-Velin,Pierre Valdo,0690249W,"{""type"":""Point"",""coordinates"":[4.9293195,45.7784285]}"
Rhône,69120,Lyon,Jacques Duclos,0691793Z,"{""type"":""Point"",""coordinates"":[4.9227172,45.7554766]}"
Indre-et-Loire,37100,Tours,Jean de la Bruyère,0371158H,"{""type"":""Point"",""coordinates"":[0.6827241,47.4195722]}"
Loire,42150,La Ricamarie,Jules Vallès,0421689H,"{""type"":""Point"",""coordinates"":[4.3681144,45.3995978]}"
Loire,42400,St-Chamond,Jean Rostand,0421688g,"{""type"":""Point"",""coordinates"":[4.533061,45.4718455]}"
Rhône,69140,Rillieux-la-Pape,Maria Casarès,0691498D,"{""type"":""Point"",""coordinates"":[4.8990736,45.8177657]}"
Rhône,69120,Vaulx-en-Velin,Aimé Césaire,0691666L,"{""type"":""Point"",""coordinates"":[4.9160529,45.7847455]}"
Doubs,25000,Besançon,Denis Diderot,0251080N,"{""type"":""Point"",""coordinates"":[5.9715266,47.2213643]}"
Moselle,57070,Metz,Les Hauts de Blémont,0570127D,"{""type"":""Point"",""coordinates"":[6.2272732,49.1182222]}"
Seine-Maritime,76000,Rouen,Boieldieu,0760100W,"{""type"":""Point"",""coordinates"":[1.1330938,49.458585]}"
Seine-Maritime,76600,Le Havre,Jacques Monod,0761783A,"{""type"":""Point"",""coordinates"":[0.107984,49.4943]}"
Eure,27180,Évreux,Alphonse Allais,0271286B,"{""type"":""Point"",""coordinates"":[1.0799571,49.0093966]}"
Moselle,57070,Metz,Paul Valéry,0572166V,"{""type"":""Point"",""coordinates"":[6.218965,49.1087715]}"
Bas-Rhin,67000,Strasbourg,international Vauban,0671909L,"{""type"":""Point"",""coordinates"":[7.7775829,48.5819135]}"
Manche,50130,Cherbourg,Les Provinces,0501205N,"{""type"":""Point"",""coordinates"":[-1.6324349,49.6272362]}"
Rhône,69200,Vénissieux,Jules Michelet,0690094C,"{""type"":""Point"",""coordinates"":[4.8721492,45.6887854]}"
Rhône,69400,Villefranche-sur-Saône,Jean Moulin,0690099H,"{""type"":""Point"",""coordinates"":[4.7156831,45.9834697]}"
Rhône,69100,Villeurbanne,Lamartine,0692337R,"{""type"":""Point"",""coordinates"":[4.9163837,45.7500593]}"
Indre-et-Loire,37700,Saint-Pierre-des-Corps,Jacques Decour,0370766G,"{""type"":""Point"",""coordinates"":[0.722571,47.394124]}"
Loiret,45140,Saint-Jean-de-la-Ruelle,André Malraux,0451241E,"{""type"":""Point"",""coordinates"":[1.8659579,47.9038635]}"
Doubs,25200,Bethoncourt,Anatole France,0251209D,"{""type"":""Point"",""coordinates"":[6.804712,47.5377867]}"
Rhône,69200,Vénissieux,Paul Éluard,0691730F,"{""type"":""Point"",""coordinates"":[4.8693364,45.7004078]}"
Haute-Garonne,31100,Toulouse,Raymond Badiou,0311321T,"{""type"":""Point"",""coordinates"":[1.4074673,43.5694551]}"
Bas-Rhin,67100,Strasbourg,Solignac,0671692A,"{""type"":""Point"",""coordinates"":[7.7626335,48.5476268]}"
Côte-d'Or,21300,Chenôve,Le Chapitre,0211225T,"{""type"":""Point"",""coordinates"":[5.0032927,47.2953651]}"
Gard,30900,Nîmes,Jules Verne,0300059B,"{""type"":""Point"",""coordinates"":[4.3428939,43.8296935]}"
Gard,30000,Nîmes,Romain Rolland,0300025P,"{""type"":""Point"",""coordinates"":[4.3889828,43.8443066]}"
Gard,30300,Beaucaire,Eugène Vigne,0301208A,"{""type"":""Point"",""coordinates"":[4.6377135,43.8101035]}"
Gard,30100,Alès,Jean Moulin,0301013N,"{""type"":""Point"",""coordinates"":[4.0784256,44.1319805]}"
Indre-et-Loire,37300,Joué-lès-Tours,La Rabière,0370071B,"{""type"":""Point"",""coordinates"":[0.6674653,47.3460195]}"
Rhône,69100,Villeurbanne,Simone Lagrange,0694296V,"{""type"":""Point"",""coordinates"":[4.9037732,45.779261]}"
Seine-Maritime,76370,Dieppe,Albert Camus,0761703N,"{""type"":""Point"",""coordinates"":[1.1042593,49.9290448]}"
Seine-Maritime,76620,Le Havre,Descartes,0761739C,"{""type"":""Point"",""coordinates"":[0.1092686,49.5197156]}"
Ardèche,07100,Annonay,Les Perrières,0071156U,"{""type"":""Point"",""coordinates"":[4.667349,45.239403]}"
Seine-Maritime,76610,Le Havre,Eugène Varlin,0761782Z,"{""type"":""Point"",""coordinates"":[0.172318,49.516713]}"
Seine-Maritime,76620,Le Havre,Henri Wallon,0762127Z,"{""type"":""Point"",""coordinates"":[0.1157226,49.5227855]}"
Seine-Maritime,76610,Le Havre,Jules Vallès,0760050S,"{""type"":""Point"",""coordinates"":[0.1771044,49.5120146]}"
Seine-Maritime,76600,Le Havre,Marcel Pagnol,0762173Z,"{""type"":""Point"",""coordinates"":[0.1403716,49.4914137]}"
Seine-Maritime,76500,Elbeuf,Nelson Mandela,0762459K,"{""type"":""Point"",""coordinates"":[1.0075928,49.2814657]}"
Guyane,97300,Cayenne,Gérard Holder,9730083C,"{""type"":""Point"",""coordinates"":[-52.3061,4.93842]}"
Nord (département français)|Nord,59760,Grande-Synthe,du Moulin,0595782P,"{""type"":""Point"",""coordinates"":[2.3042298,51.0108374]}"
Bas-Rhin,67200,Strasbourg,François Truffaut,0671825V,"{""type"":""Point"",""coordinates"":[7.6961714,48.5993731]}"
Bas-Rhin,67200,Strasbourg,Hans Arp,0671907J,"{""type"":""Point"",""coordinates"":[7.7172355,48.5688164]}"
Martinique,97200,Fort-de-France,Fernand Donatien,9720412R,"{""type"":""Point"",""coordinates"":[-61.0466,14.606]}"
Guyane,97351,Matoury,La Canopée,9730182K,"{""type"":""Point"",""coordinates"":[-52.3291,4.84343]}"
Meurthe-et-Moselle,54000,Nancy,Jean Lamour,0541327Z,"{""type"":""Point"",""coordinates"":[6.1630436,48.7049254]}"
Meurthe-et-Moselle,54520,Laxou,La Fontaine,0541469D,"{""type"":""Point"",""coordinates"":[6.1350677,48.6985109]}"
Charente,16800,Soyaux,Romain Rolland,0160100X,"{""type"":""Point"",""coordinates"":[0.1893141,45.6493133]}"
Haute-Garonne,31100,Toulouse,Stendhal,0311630D,"{""type"":""Point"",""coordinates"":[1.4110152,43.5779333]}"
Hérault,34200,Sète,Jean Moulin,0341065Y,"{""type"":""Point"",""coordinates"":[3.670669,43.415848]}"
Hérault,34000,Montpellier,Arthur Rimbaud,0341278E,"{""type"":""Point"",""coordinates"":[3.8225985,43.6169706]}"
Hérault,34000,Montpellier,Simone Veil,0340955D,"{""type"":""Point"",""coordinates"":[3.8483208,43.618386]}"
Hérault,34085,Montpellier,Les Garrigues,0340109J,"{""type"":""Point"",""coordinates"":[3.8169658,43.6426502]}"
Hérault,34500,Béziers,Katia et Maurice Krafft,0341321B,"{""type"":""Point"",""coordinates"":[3.2492438,43.3365308]}"
Hérault,34500,Béziers,Paul Riquet,0340836Z,"{""type"":""Point"",""coordinates"":[3.2170075,43.3421021]}"
Orne,61000,Alençon,Louise Michel,0611026J,"{""type"":""Point"",""coordinates"":[0.092704,48.4128]}"
Moselle,57470,Hombourg-Haut,Robert Schuman,0572491Y,"{""type"":""Point"",""coordinates"":[6.78108,49.1378]}"
Moselle,57460,Behren-lès-Forbach,Robert Schuman,0573268T,"{""type"":""Point"",""coordinates"":[6.9342936,49.1657602]}"
Charente,16000,Angoulême,Michelle Pallet,0160113L,"{""type"":""Point"",""coordinates"":[0.1295382,45.6496839]}"
Aisne,02110,Bohain-en-Vermandois,Henri Matisse,002007X,"{""type"":""Point"",""coordinates"":[3.4561215,49.9850785]}"
Nord (département français)|Nord,59760,Grande-Synthe,Jules Verne,0590088A,"{""type"":""Point"",""coordinates"":[2.3044254,51.0202816]}"
Nord (département français)|Nord,59200,Tourcoing,Lucie Aubrac,0596860L,"{""type"":""Point"",""coordinates"":[3.1413818,50.7304047]}"
Nord (département français)|Nord,59120,Loos,René Descartes,0593660H,"{""type"":""Point"",""coordinates"":[3.0035359,50.6089399]}"
Nord (département français)|Nord,59000,Lille,Miriam Makeba,0597004T,"{""type"":""Point"",""coordinates"":[3.0638203,50.6178585]}"
Nord (département français)|Nord,59000,Lille,Paul Verlaine,0590271Z,"{""type"":""Point"",""coordinates"":[3.069796,50.6115539]}"
Mayotte,97625,Kani-Kéli,Ylangs Ylangs,9760166B,"{""type"":""Point"",""coordinates"":[45.1051,-12.9565]}"
Nord (département français)|Nord,59800,Lille,Boris Vian,0593235W,"{""type"":""Point"",""coordinates"":[3.0946383,50.6313174]}"
Nord (département français)|Nord,59100,Roubaix,Anne Frank,0594389A,"{""type"":""Point"",""coordinates"":[3.1754249,50.6944058]}"
Marne,51100,Reims,Paul Fort,0511108C,"{""type"":""Point"",""coordinates"":[4.0424096,49.2272701]}"
Nord (département français)|Nord,59203,Tourcoing,Pierre Mendès-France,0592714E,"{""type"":""Point"",""coordinates"":[3.1885383,50.7358262]}"
Bas-Rhin,67200,Strasbourg,Érasme,0672459J,"{""type"":""Point"",""coordinates"":[7.7020483,48.5919411]}"
Essonne,91100,Corbeil-Essonnes,Léopold Sedar Senghor,0911570M,"{""type"":""Point"",""coordinates"":[2.4579882,48.6154703]}"
Marne,51100,Reims,Joliot-Curie,0511251H,"{""type"":""Point"",""coordinates"":[4.0036,49.2315865]}"
Nord (département français)|Nord,59330,Hautmont,Pierre de Ronsard,0594309N,"{""type"":""Point"",""coordinates"":[3.9009454,50.2540513]}"
Nord (département français)|Nord,59200,Tourcoing,Albert Roussel,0594293W,"{""type"":""Point"",""coordinates"":[3.1683392,50.7232753]}"
Nord (département français)|Nord,59100,Roubaix,Théodore Monod,0594634S,"{""type"":""Point"",""coordinates"":[3.1830591,50.6715266]}"
Nord (département français)|Nord,59220,Denain,Turgot,0594299C,"{""type"":""Point"",""coordinates"":[3.3953158,50.3308263]}"
Nord (département français)|Nord,59220,Denain,Bayard,0594300D,"{""type"":""Point"",""coordinates"":[3.3830891,50.3362309]}"
Nord (département français)|Nord,59500,Douai,Gayant,0595190W,"{""type"":""Point"",""coordinates"":[3.1246601,50.4017766]}"
Nord (département français)|Nord,59720,Louvroil,Jacques Brel,0593686L,"{""type"":""Point"",""coordinates"":[3.965284,50.2629291]}"
Nord (département français)|Nord,59100,Roubaix,Rosa Parks,0593667R,"{""type"":""Point"",""coordinates"":[3.1863797,50.7020226]}"
Nord (département français)|Nord,59000,Lille,Nina Simone,0596833G,"{""type"":""Point"",""coordinates"":[3.043972,50.6238894]}"
Nord (département français)|Nord,59600,Maubeuge,Jules Verne,0593254S,"{""type"":""Point"",""coordinates"":[3.9628931,50.2899151]}"
Charente-Maritime,17000,La Rochelle,Pierre Mendès-France,0170077S,"{""type"":""Point"",""coordinates"":[-1.17869,46.1692]}"
Nord (département français)|Nord,59600,Maubeuge,Vauban,0594362W,"{""type"":""Point"",""coordinates"":[3.9414633,50.2746095]}"
Nord (département français)|Nord,59370,Mons-en-Barœul,François Rabelais,0593178J,"{""type"":""Point"",""coordinates"":[3.1169767,50.6418274]}"
Nord (département français)|Nord,59590,Raismes,Germinal,0594408W,"{""type"":""Point"",""coordinates"":[3.4818094,50.3947923]}"
Pas-de-Calais,62430,Sallaumines,Paul Langevin,0620170Y,"{""type"":""Point"",""coordinates"":[2.8642446,50.4133224]}"
Pas-de-Calais,62210,Avion,Paul Langevin,0622420U,"{""type"":""Point"",""coordinates"":[2.8387369,50.3980229]}"
Somme,80000,Amiens,Arthur Rimbaud,0801263N,"{""type"":""Point"",""coordinates"":[2.3001776,49.9117191]}"
Corse-du-Sud,20110,Propriano,Jean Nicoli,6200041A,"{""type"":""Point"",""coordinates"":[8.9003295,41.6741325]}"
Paris,75018,Paris,Hector Berlioz,0752252R,"{""type"":""Point"",""coordinates"":[2.3328074,48.8957376]}"
Essonne,91100,Corbeil-Essonnes,Louise Michel,0911024U,"{""type"":""Point"",""coordinates"":[2.4796486,48.591359]}"
Essonne,91000,Évry,Les Pyramides,0911729K,"{""type"":""Point"",""coordinates"":[2.4311956,48.6339328]}"
Essonne,91350,Grigny,Pablo Neruda,0911253T,"{""type"":""Point"",""coordinates"":[2.3909496,48.6530544]}"
