NUMERO_UAI,Région,Département,Code_commune_Insee,Libellé Commune,Dénomination établissement,Patromyne établissement,Adresse_établissement,Code_postal,Type_établissement,Rep+,Rep,DISTANCE_QPV le plus proche,QPV,Qualité
0910624J,Île-de-France,91,91377,MASSY,COLLEGE,BLAISE PASCAL,2 ALL+E D AJACCIO,91300,COLLEGE,Non,Oui,"56,5067861",QP091039,BONNE
0910049J,Île-de-France,91,91521,RIS ORANGIS,COLLEGE,ALBERT CAMUS,72 ROUTE DE GRIGNY,91130,COLLEGE,Non,Oui,"214,3989244",QP091027,MOYENNE
0911042N,Île-de-France,91,91549,STE GENEVIEVE DES BOIS,COLLEGE,PAUL ELUARD,RUE LEO LAGRANGE,91700,COLLEGE,Non,Oui,"96,30359736",QP091010,BONNE
0910678T,Île-de-France,91,91549,STE GENEVIEVE DES BOIS,COLLEGE,JEAN MACE,7 RUE ROGER MARTIN DU GARD,91706,COLLEGE,Non,Oui,"251,3808527",QP091010,BONNE
0910716J,Île-de-France,91,91589,SAVIGNY SUR ORGE,COLLEGE,JEAN MERMOZ,7 AVENUE OUZILLEAU,91600,COLLEGE,Non,Oui,0,QP091030,BONNE
0910776Z,Île-de-France,91,91657,VIGNEUX SUR SEINE,COLLEGE,PAUL ELUARD,1 RUE PAUL ELUARD,91270,COLLEGE,Non,Oui,"27,45529952",QP091033,MOYENNE
0910056S,Île-de-France,91,91687,VIRY CHATILLON,COLLEGE,OLIVIER DE SERRES,20 AVENUE OLIVIER DE SERRES,91170,COLLEGE,Non,Oui,"32,15901617",QP091026,BONNE
0911334F,Île-de-France,91,91692,LES ULIS,COLLEGE,AIME CESAIRE,1 RUE DE VENDEE,91940,COLLEGE,Non,Oui,"71,09388987",QP091006,MOYENNE
0921545E,Île-de-France,92,92004,ASNIERES SUR SEINE,COLLEGE,ANDRE MALRAUX,8 RUE SCHEURER KESTNER,92600,COLLEGE,Non,Oui,"173,9882978",QP092012,MOYENNE
0921778H,Île-de-France,92,92007,BAGNEUX,COLLEGE,JOLIOT CURIE,63 RUE DE VERDUN,92220,COLLEGE,Non,Oui,"56,43132114",QP092020,BONNE
0921168V,Île-de-France,92,92007,BAGNEUX,COLLEGE,ROMAIN ROLLAND,28 RUE DE LA LISETTE,92220,COLLEGE,Non,Oui,"211,566393",QP092009,BONNE
0921180H,Île-de-France,92,92019,CHATENAY MALABRY,COLLEGE,MASARYK,1 QUATER RUE LAMARTINE,92290,COLLEGE,Non,Oui,0,QP092005,BONNE
0921179G,Île-de-France,92,92019,CHATENAY MALABRY,COLLEGE,LEONARD DE VINCI,16 AVENUE LEONARD DE VINCI,92290,COLLEGE,Non,Oui,"95,33452786",QP092005,BONNE
0921160L,Île-de-France,92,92025,COLOMBES,COLLEGE,JEAN-BAPTISTE CLEMENT,58 RUE DU PDT KENNEDY,92700,COLLEGE,Non,Oui,"64,12975506",QP092011,BONNE
0920592U,Île-de-France,92,92025,COLOMBES,COLLEGE,MOULIN JOLY,34 RUE ROBERT SCHUMAN,92701,COLLEGE,Non,Oui,"294,5004655",QP092021,BONNE
0921621M,Île-de-France,92,92036,GENNEVILLIERS,COLLEGE,GUY MOQUET,1 RUE GUY MOQUET,92230,COLLEGE,Oui,Non,"5,184259304",QP092010,MOYENNE
0921157H,Île-de-France,92,92036,GENNEVILLIERS,COLLEGE,EDOUARD VAILLANT,66 RUE HENRI BARBUSSE,92230,COLLEGE,Non,Oui,"8,667003185",QP092013,BONNE
0921589C,Île-de-France,92,92050,NANTERRE,COLLEGE,EVARISTE GALOIS,21 RUE DES FONTENELLES,92000,COLLEGE,Oui,Non,0,QP092007,BONNE
0921394R,Île-de-France,92,92050,NANTERRE,COLLEGE,ANDRE DOUCET,54 BOULEVARD DE LA SEINE,92000,COLLEGE,Non,Oui,"109,705961",QP092006,MOYENNE
0921940J,Île-de-France,92,92050,NANTERRE,COLLEGE,PAUL ELUARD,16 ALL+E LE CORBUSIER,92000,COLLEGE,Non,Oui,"156,69103",QP092007,BONNE
0921159K,Île-de-France,92,92078,VILLENEUVE LA GARENNE,COLLEGE,EDOUARD MANET,180 BOULEVARD GALLIENI,92390,COLLEGE,Non,Oui,"132,8023394",QP092019,BONNE
0921543C,Île-de-France,92,92078,VILLENEUVE LA GARENNE,COLLEGE,GEORGES POMPIDOU,1 AVENUE GEORGES POMPIDOU,92390,COLLEGE,Non,Oui,"215,7355994",QP092019,BONNE
0931184G,Île-de-France,93,93001,AUBERVILLIERS,COLLEGE,JEAN MOULIN,76 RUE HENRI BARBUSSE,93300,COLLEGE,Oui,Non,0,QP093028,BONNE
0931709C,Île-de-France,93,93001,AUBERVILLIERS,COLLEGE,HENRI WALLON,146 RUE DES CITES,93300,COLLEGE,Oui,Non,0,QP093028,BONNE
0931186J,Île-de-France,93,93001,AUBERVILLIERS,COLLEGE,DIDEROT,5 RUE DU COMMANDANT L'HERMINIER,93300,COLLEGE,Non,Oui,0,QP093028,MOYENNE
0932272P,Île-de-France,93,93001,AUBERVILLIERS,COLLEGE,ROSA LUXEMBURG,2 MAIL BENOIT FRACHON,93300,COLLEGE,Oui,Non,"4,404090434",QP093028,MOYENNE
0931185H,Île-de-France,93,93001,AUBERVILLIERS,COLLEGE,GABRIEL PERI,101 BOULEVARD EDOUARD VAILLANT,93300,COLLEGE,Non,Oui,"66,89145005",QP093028,BONNE
0931379U,Île-de-France,93,93005,AULNAY SOUS BOIS,COLLEGE,PABLO NERUDA,4 RUE DU DR FLEMING,93604,COLLEGE,Oui,Non,0,QP093054,BONNE
0931434D,Île-de-France,93,93005,AULNAY SOUS BOIS,COLLEGE,CLAUDE DEBUSSY,2 RUE CLAUDE DEBUSSY,93606,COLLEGE,Oui,Non,0,QP093054,MOYENNE
0932310F,Île-de-France,93,93005,AULNAY SOUS BOIS,COLLEGE,CHRISTINE DE PISAN,10 CHEMIN DU MOULIN DE LA VILLE,93600,COLLEGE,Non,Oui,"130,6322021",QP093054,BONNE
0930891N,Île-de-France,93,93005,AULNAY SOUS BOIS,COLLEGE,VICTOR HUGO,55 RUE AUGUSTE RENOIR,93600,COLLEGE,Non,Oui,"140,4062551",QP093054,BONNE
0931220W,Île-de-France,93,93006,BAGNOLET,COLLEGE,TRAVAIL LANGEVIN,174 RUE SADI CARNOT,93170,COLLEGE,Non,Oui,"133,6102585",QP093009,MOYENNE
0931181D,Île-de-France,93,93006,BAGNOLET,COLLEGE,GEORGES POLITZER,52 RUE JULES FERRY,93170,COLLEGE,Non,Oui,"195,7688753",QP075019,MOYENNE
0931433C,Île-de-France,93,93007,LE BLANC MESNIL,COLLEGE,DESCARTES,58 AVENUE LENINE,93150,COLLEGE,Non,Oui,"7,752187771",QP093055,BONNE
0931204D,Île-de-France,93,93007,LE BLANC MESNIL,COLLEGE,MARCEL CACHIN,4 RUE MARCEL CACHIN,93150,COLLEGE,Non,Oui,"56,92707907",QP093014,BONNE
0930611J,Île-de-France,93,93007,LE BLANC MESNIL,COLLEGE,NELSON MANDELA,11 ALL+E DES DROITS DE L'HOMME,93150,COLLEGE,Non,Oui,"154,6814312",QP093055,MOYENNE
0931194T,Île-de-France,93,93008,BOBIGNY,COLLEGE,REPUBLIQUE,66 RUE LA REPUBLIQUE,93000,COLLEGE,Oui,Non,0,QP093011,MOYENNE
0930900Y,Île-de-France,93,93008,BOBIGNY,COLLEGE,JEAN-PIERRE TIMBAUD,15 RUE JEAN-PIERRE TIMBAUD,93000,COLLEGE,Non,Oui,0,QP093014,BONNE
0931196V,Île-de-France,93,93008,BOBIGNY,COLLEGE,PIERRE SEMARD,85 RUE PIERRE SEMARD,93000,COLLEGE,Non,Oui,"152,473896",QP093011,MOYENNE
0931195U,Île-de-France,93,93008,BOBIGNY,COLLEGE,AUGUSTE DELAUNE,42 RUE DE LA PAIX,93000,COLLEGE,Non,Oui,"221,4743629",QP093014,BONNE
0931612X,Île-de-France,93,93010,BONDY,COLLEGE,JEAN ZAY,66 BIS ROUTE D'AULNAY,93140,COLLEGE,Oui,Non,0,QP093014,MOYENNE
0931711E,Île-de-France,93,93010,BONDY,COLLEGE,JEAN RENOIR,11 RUE FREMIN,93141,COLLEGE,Non,Oui,"36,44473491",QP093014,MOYENNE
0931860S,Île-de-France,93,93010,BONDY,COLLEGE,BROSSOLETTE,77 AVENUE HENRI BARBUSSE,93140,COLLEGE,Non,Oui,"242,6184125",QP093012,MOYENNE
0931221X,Île-de-France,93,93014,CLICHY SOUS BOIS,COLLEGE,LOUISE MICHEL,1 BOULEVARD GAGARINE,93390,COLLEGE,Oui,Non,"68,5654989",QP093003,BONNE
0932366S,Île-de-France,93,93014,CLICHY SOUS BOIS,COLLEGE,ROBERT DOISNEAU,CHEMIN DE LA VIEILLE MONTAGNE,93390,COLLEGE,Oui,Non,"117,5146558",QP093003,MOYENNE
0930616P,Île-de-France,93,93014,CLICHY SOUS BOIS,COLLEGE,ROMAIN ROLLAND,ALL+E DE GAGNY,93390,COLLEGE,Oui,Non,"190,2799972",QP093003,MOYENNE
0931188L,Île-de-France,93,93027,LA COURNEUVE,COLLEGE,RAYMOND POINCARE,84 AVENUE DE LA REPUBLIQUE,93120,COLLEGE,Oui,Non,0,QP093028,MOYENNE
0931148T,Île-de-France,93,93027,LA COURNEUVE,COLLEGE,GEORGES POLITZER,11 RUE GEORGES POLITZER,93120,COLLEGE,Oui,Non,"66,05764516",QP093028,BONNE
0931429Y,Île-de-France,93,93027,LA COURNEUVE,COLLEGE,JEAN VILAR,28 RUE SUZANNE MASSON,93126,COLLEGE,Oui,Non,"110,2938013",QP093028,MOYENNE
0931377S,Île-de-France,93,93029,DRANCY,COLLEGE,JORISSEN,48 AVENUE MARTYRS CHATEAUBRIAND,93700,COLLEGE,Non,Oui,"204,4432129",QP093005,MOYENNE
0931199Y,Île-de-France,93,93029,DRANCY,COLLEGE,PAUL LANGEVIN,40 RUE DAISY,93700,COLLEGE,Non,Oui,"229,093046",QP093004,BONNE
0931428X,Île-de-France,93,93031,EPINAY SUR SEINE,COLLEGE,JEAN VIGO,2 RUE DE NANCY,93800,COLLEGE,Oui,Non,0,QP093030,BONNE
0931207G,Île-de-France,93,93031,EPINAY SUR SEINE,COLLEGE,EVARISTE GALOIS,12 RUE DES BEATUS,93800,COLLEGE,Non,Oui,0,QP093031,BONNE
0930893R,Île-de-France,93,93031,EPINAY SUR SEINE,COLLEGE,ROGER MARTIN DU GARD,7 RUE DES SOLIVATS,93806,COLLEGE,Oui,Non,"46,03783297",QP093031,MOYENNE
0931145P,Île-de-France,93,93031,EPINAY SUR SEINE,COLLEGE,ROBESPIERRE,1 RUE DES SAULES,93806,COLLEGE,Non,Oui,"136,1161976",QP093029,MOYENNE
0931546A,Île-de-France,93,93047,MONTFERMEIL,COLLEGE,JEAN JAURES,41 AVENUE JEAN JAURES,93370,COLLEGE,Non,Oui,"270,5886415",QP093003,MOYENNE
0931212M,Île-de-France,93,93048,MONTREUIL,COLLEGE,LENAIN DE TILLEMONT,87 RUE LENAIN DE TILLEMONT,93100,COLLEGE,Oui,Non,0,QP093018,BONNE
0931209J,Île-de-France,93,93048,MONTREUIL,COLLEGE,GEORGES POLITZER,27 RUE DE LA COTE DU NORD,93100,COLLEGE,Non,Oui,0,QP093018,MOYENNE
0931213N,Île-de-France,93,93048,MONTREUIL,COLLEGE,COLONEL FABIEN,81 AVENUE DU COLONEL FABIEN,93100,COLLEGE,Non,Oui,"62,9976648",QP093015,MOYENNE
0931151W,Île-de-France,93,93048,MONTREUIL,COLLEGE,JEAN MOULIN,16 AVENUE JEAN MOULIN,93100,COLLEGE,Non,Oui,"94,61367129",QP093018,BONNE
0932579Y,Île-de-France,93,93048,MONTREUIL,COLLEGE,CESARIA EVORA,28  RUE DES JARDINS DUFOUR,93100,COLLEGE,Non,Oui,"139,7773323",QP093018,MOYENNE
0931211L,Île-de-France,93,93048,MONTREUIL,COLLEGE,MARAIS DE VILLIERS,6 RUE DU MARAIS,93100,COLLEGE,Non,Oui,"249,4742238",QP093009,MOYENNE
0931485J,Île-de-France,93,93050,NEUILLY SUR MARNE,COLLEGE,GEORGES BRAQUE,32 RUE D'ANJOU,93330,COLLEGE,Non,Oui,"191,9766108",QP093058,MOYENNE
0931978V,Île-de-France,93,93051,NOISY LE GRAND,COLLEGE,VICTOR HUGO,2 ALL+E ELSA TRIOLET,93160,COLLEGE,Non,Oui,0,QP093060,BONNE
0931710D,Île-de-France,93,93053,NOISY LE SEC,COLLEGE,OLYMPE DE GOUGES,205 RUE DE BREMENT,93130,COLLEGE,Non,Oui,"106,8387116",QP093021,BONNE
0931216S,Île-de-France,93,93055,PANTIN,COLLEGE,JEAN JAURES,3 RUE EDOUARD RENARD PROLONGEE,93500,COLLEGE,Oui,Non,0,QP093010,BONNE
0931218U,Île-de-France,93,93055,PANTIN,COLLEGE,JEAN LOLIVE,34 RUE CARTIER BRESSON,93500,COLLEGE,Oui,Non,0,QP093024,BONNE
0931217T,Île-de-France,93,93055,PANTIN,COLLEGE,IRENE ET FREDERIC JOLIOT CURIE,86 AVENUE JEAN LOLIVE,93500,COLLEGE,Non,Oui,"200,0696733",QP093023,BONNE
0931223Z,Île-de-France,93,93059,PIERREFITTE SUR SEINE,COLLEGE,GUSTAVE COURBET,17 RUE FRANCOIS MITTERRAND,93380,COLLEGE,Non,Oui,0,QP093043,BONNE
0931224A,Île-de-France,93,93059,PIERREFITTE SUR SEINE,COLLEGE,PABLO NERUDA,9 RUE AUDENET,93380,COLLEGE,Non,Oui,"20,98772672",QP093035,MOYENNE
0931222Y,Île-de-France,93,93063,ROMAINVILLE,COLLEGE,PIERRE-ANDRE HOUEL,17 RUE DE L'ABBE HOUEL,93230,COLLEGE,Non,Oui,"155,6761821",QP093025,MOYENNE
0931381W,Île-de-France,93,93063,ROMAINVILLE,COLLEGE,GUSTAVE COURBET,101 BOULEVARD HENRI BARBUSSE,93230,COLLEGE,Non,Oui,"244,8002763",QP093015,BONNE
0931489N,Île-de-France,93,93066,ST DENIS,COLLEGE,FEDERICO GARCIA LORCA,6 AVENUE DES FRANCS-MOISINS,93200,COLLEGE,Oui,Non,0,QP093028,MOYENNE
0931229F,Île-de-France,93,93066,ST DENIS,COLLEGE,FABIEN,1 RUE MAX JACOB,93200,COLLEGE,Non,Oui,0,QP093039,MOYENNE
0931230G,Île-de-France,93,93066,ST DENIS,COLLEGE,ELSA TRIOLET,2 PASSAGE DE LA COLOMBE,93200,COLLEGE,Non,Oui,0,QP093039,BONNE
0931231H,Île-de-France,93,93066,ST DENIS,COLLEGE,PIERRE DE GEYTER,58 BOULEVARD MARCEL SEMBAT,93200,COLLEGE,Non,Oui,0,QP093039,MOYENNE
0931490P,Île-de-France,93,93066,ST DENIS,COLLEGE,LA COURTILLE,12 RUE JACQUES VACHE,93200,COLLEGE,Oui,Non,"31,44182988",QP093040,BONNE
0932273R,Île-de-France,93,93066,ST DENIS,COLLEGE,IQBAL MASIH,6 RUE JEUMONT - ZAC LA MONTJOIE,93200,COLLEGE,Oui,Non,"100,4266982",QP093037,MOYENNE
0931232J,Île-de-France,93,93066,ST DENIS,COLLEGE,HENRI BARBUSSE,23 RUE DE SEVRAN,93200,COLLEGE,Non,Oui,"157,1898727",QP093042,MOYENNE
0932582B,Île-de-France,93,93066,ST DENIS,COLLEGE,DORA MAAR,41 RUE AMPERE,93200,COLLEGE,Non,Oui,"179,8871619",QP093038,MOYENNE
0930865K,Île-de-France,93,93066,ST DENIS,COLLEGE,JEAN LURCAT,22 RUE D'ALEMBERT,93200,COLLEGE,Oui,Non,"294,0438653",QP093028,BONNE
0931143M,Île-de-France,93,93070,ST OUEN,COLLEGE,JEAN JAURES,9 PLACE JEAN JAURES,93400,COLLEGE,Non,Oui,"4,088606468",QP093044,MOYENNE
0932261C,Île-de-France,93,93070,ST OUEN,COLLEGE,JOSEPHINE BAKER,12 RUE MARITON,93400,COLLEGE,Non,Oui,"82,63669661",QP093045,MOYENNE
0931144N,Île-de-France,93,93070,ST OUEN,COLLEGE,MICHELET,145 RUE DU DOCTEUR BAUER,93400,COLLEGE,Non,Oui,"135,8965437",QP093045,MOYENNE
0932262D,Île-de-France,93,93071,SEVRAN,COLLEGE,DE LA PLEIADE,2 AVENUE RONSARD,93270,COLLEGE,Non,Oui,0,QP093051,MOYENNE
0931190N,Île-de-France,93,93071,SEVRAN,COLLEGE,EVARISTE GALOIS,12 AVENUE DUMONT D'URVILLE,93270,COLLEGE,Oui,Non,"4,531361505",QP093054,MOYENNE
0930897V,Île-de-France,93,93071,SEVRAN,COLLEGE,PAUL PAINLEVE,107 ROUTE D'AULNAY,93270,COLLEGE,Oui,Non,"275,368082",QP093054,MOYENNE
0931225B,Île-de-France,93,93072,STAINS,COLLEGE,JOLIOT CURIE,10 RUE JEAN CHARDAVOINE,93240,COLLEGE,Oui,Non,0,QP093048,MOYENNE
0931147S,Île-de-France,93,93072,STAINS,COLLEGE,BARBARA,19 RUE D'AMIENS,93240,COLLEGE,Oui,Non,"160,4800578",QP093043,BONNE
0931149U,Île-de-France,93,93073,TREMBLAY EN FRANCE,COLLEGE,PIERRE RONSARD,RUE RONSARD,93290,COLLEGE,Non,Oui,"202,7989616",QP093053,BONNE
0932263E,Île-de-France,93,93078,VILLEPINTE,COLLEGE,CAMILLE CLAUDEL,36 AVENUE DU REVE,93420,COLLEGE,Non,Oui,"4,667416086",QP093052,BONNE
0931607S,Île-de-France,93,93078,VILLEPINTE,COLLEGE,JEAN JAURES,26 RUE PAUL LAFARGUE,93420,COLLEGE,Non,Oui,"200,8233792",QP093052,MOYENNE
0931206F,Île-de-France,93,93079,VILLETANEUSE,COLLEGE,JEAN VILAR,133 AVENUE DE LA DIV LECLERC,93430,COLLEGE,Oui,Non,"72,17314505",QP093049,BONNE
0932334G,Île-de-France,93,93079,VILLETANEUSE,COLLEGE,LUCIE AUBRAC,1 SENTIER DU CLOS,93430,COLLEGE,Non,Oui,"289,6036095",QP093036,MOYENNE
0941021Z,Île-de-France,94,94002,ALFORTVILLE,COLLEGE,PAUL LANGEVIN,4 RUE DE LIEGE,94140,COLLEGE,Non,Oui,0,QP094004,BONNE
0941478W,Île-de-France,94,94004,BOISSY ST LEGER,COLLEGE,BLAISE CENDRARS,AVENUE DU GENERAL DE GAULLE,94470,COLLEGE,Non,Oui,"194,3856659",QP094003,MOYENNE
0941092B,Île-de-France,94,94017,CHAMPIGNY SUR MARNE,COLLEGE,ELSA TRIOLET,2 AVENUE BOILEAU,94500,COLLEGE,Oui,Non,0,QP094027,BONNE
0940786U,Île-de-France,94,94017,CHAMPIGNY SUR MARNE,COLLEGE,LUCIE AUBRAC,1 AVENUE DANIELLE CASANOVA,94500,COLLEGE,Non,Oui,"38,2437467",QP094024,BONNE
0941299B,Île-de-France,94,94017,CHAMPIGNY SUR MARNE,COLLEGE,PAUL VAILLANT-COUTURIER,20 RUE PAUL VAILLANT COUTURIER,94500,COLLEGE,Non,Oui,"299,9199824",QP094026,BONNE
0940787V,Île-de-France,94,94019,CHENNEVIERES SUR MARNE,COLLEGE,NICOLAS BOILEAU,20 ROUTE DU PLESSIS,94430,COLLEGE,Non,Oui,"180,4567091",QP094027,MOYENNE
0940581W,Île-de-France,94,94021,CHEVILLY LARUE,COLLEGE,JEAN MOULIN,48 RUE DE L'ADJ CHEF DERICBOURG,94550,COLLEGE,Non,Oui,"41,41090855",QP094018,BONNE
0940003T,Île-de-France,94,94028,CRETEIL,COLLEGE,AMEDEE LAPLACE,10 RUE AM+D+E LAPLACE,94000,COLLEGE,Non,Oui,0,QP094005,MOYENNE
0940006W,Île-de-France,94,94028,CRETEIL,COLLEGE,ALBERT SCHWEITZER,2 AVENUE DE LA HABETTE,94000,COLLEGE,Non,Oui,"50,53336034",QP094005,BONNE
0941296Y,Île-de-France,94,94033,FONTENAY SOUS BOIS,COLLEGE,JEAN MACE,1 RUE PAUL ELUARD,94120,COLLEGE,Non,Oui,"88,76119623",QP094030,BONNE
0940551N,Île-de-France,94,94038,L HAY LES ROSES,COLLEGE,EUGENE CHEVREUL,137 BOULEVARD P VAILLANT COUTURI,94246,COLLEGE,Non,Oui,"226,5243473",QP094019,MOYENNE
0941026E,Île-de-France,94,94041,IVRY SUR SEINE,COLLEGE,MOLIERE,68 RUE MOLIERE,94200,COLLEGE,Non,Oui,0,QP094009,MOYENNE
0941025D,Île-de-France,94,94041,IVRY SUR SEINE,COLLEGE,GEORGES POLITZER,5 RUE FOUILLOUX,94200,COLLEGE,Non,Oui,"145,884447",QP094008,BONNE
0941044Z,Île-de-France,94,94054,ORLY,COLLEGE,ROBERT DESNOS,5 AVENUE MARCEL CACHIN,94310,COLLEGE,Oui,Non,"4,589808512",QP094031,MOYENNE
0941052H,Île-de-France,94,94074,VALENTON,COLLEGE,FERNANDE FLAGON,20 AVENUE SALVADOR ALLENDE,94460,COLLEGE,Non,Oui,"10,25417107",QP094036,MOYENNE
0941036R,Île-de-France,94,94076,VILLEJUIF,COLLEGE,KARL MARX,AVENUE KARL MARX,94800,COLLEGE,Non,Oui,"144,1064829",QP094021,MOYENNE
0940749D,Île-de-France,94,94078,VILLENEUVE ST GEORGES,COLLEGE,ROLAND GARROS,RUE ROLAND GARROS,94190,COLLEGE,Non,Oui,0,QP094038,MOYENNE
0940792A,Île-de-France,94,94078,VILLENEUVE ST GEORGES,COLLEGE,JULES FERRY,46 RUE HENRI JANIN,94190,COLLEGE,Oui,Non,"2,825382255",QP094037,BONNE
0941224V,Île-de-France,94,94081,VITRY SUR SEINE,COLLEGE,FRANCOIS RABELAIS,6 RUE PIERRE ET MARIE CURIE,94407,COLLEGE,Non,Oui,"63,46555928",QP094013,BONNE
0941029H,Île-de-France,94,94081,VITRY SUR SEINE,COLLEGE,JULES VALLES,47 RUE BALZAC,94407,COLLEGE,Non,Oui,"232,0865284",QP094014,BONNE
0950885W,Île-de-France,95,95018,ARGENTEUIL,COLLEGE,IRENE JOLIOT-CURIE,12 RUE DE MAULLY,95106,COLLEGE,Non,Oui,0,QP095008,MOYENNE
0951230W,Île-de-France,95,95018,ARGENTEUIL,COLLEGE,EUGENIE COTTON,2 RUE DE RETHONDES,95104,COLLEGE,Non,Oui,0,QP095006,MOYENNE
0951356H,Île-de-France,95,95018,ARGENTEUIL,COLLEGE,LUCIE AUBRAC,10 ALL+E ROMAIN ROLLAND,95100,COLLEGE,Non,Oui,0,QP095005,MOYENNE
0951138W,Île-de-France,95,95018,ARGENTEUIL,COLLEGE,JEAN-JACQUES ROUSSEAU,13 RUE J J ROUSSEAU,95100,COLLEGE,Non,Oui,"3,880484116",QP095004,MOYENNE
0951094Y,Île-de-France,95,95018,ARGENTEUIL,COLLEGE,PAUL VAILLANT COUTURIER,22 RUE DE CALAIS,95100,COLLEGE,Non,Oui,"4,431519429",QP095009,MOYENNE
0950886X,Île-de-France,95,95018,ARGENTEUIL,COLLEGE,CLAUDE MONET,2 MAIL STENDHAL,95104,COLLEGE,Oui,Non,"83,9343584",QP095005,MOYENNE
0951139X,Île-de-France,95,95018,ARGENTEUIL,COLLEGE,ALBERT CAMUS,291 AVENUE JEAN JAURES,95100,COLLEGE,Non,Oui,"279,1187963",QP095002,BONNE
0950888Z,Île-de-France,95,95063,BEZONS,COLLEGE,HENRI WALLON,41 RUE DES BRIGADIERES,95875,COLLEGE,Non,Oui,"69,32821236",QP095010,BONNE
0951617S,Île-de-France,95,95127,CERGY,COLLEGE,GERARD PHILIPE,5 ALL+E DES VANNEAUX,95800,COLLEGE,Non,Oui,"47,06825892",QP095012,BONNE
0950711G,Île-de-France,95,95268,GARGES LES GONESSE,COLLEGE,PAUL ELUARD,11 RUE CLAUDE MONET,95140,COLLEGE,Oui,Non,0,QP095032,BONNE
0950023J,Île-de-France,95,95268,GARGES LES GONESSE,COLLEGE,HENRI WALLON,2 RUE DU TIERS POT,95140,COLLEGE,Oui,Non,"4,26893202",QP095032,MOYENNE
0951098C,Île-de-France,95,95268,GARGES LES GONESSE,COLLEGE,PABLO PICASSO,202 AVENUE STALINGRAD,95140,COLLEGE,Non,Oui,"19,75788234",QP095032,MOYENNE
0951920W,Île-de-France,95,95277,GONESSE,COLLEGE,FRANCOIS TRUFFAUT,AVENUE LEON BLUM,95500,COLLEGE,Non,Oui,0,QP095034,MOYENNE
0950026M,Île-de-France,95,95280,GOUSSAINVILLE,COLLEGE,MAXIMILIEN DE ROBESPIERRE,1 RUE CLAUDE BERNARD,95190,COLLEGE,Non,Oui,"61,47305863",QP095031,MOYENNE
0951921X,Île-de-France,95,95280,GOUSSAINVILLE,COLLEGE,MICHEL DE MONTAIGNE,7 AVENUE DES DEMOISELLES,95190,COLLEGE,Non,Oui,"117,7648075",QP095031,BONNE
0952128X,Île-de-France,95,95280,GOUSSAINVILLE,COLLEGE,GEORGES CHARPAK,RUE PIERRE DE COUBERTIN,95190,COLLEGE,Non,Oui,"179,9609308",QP095030,MOYENNE
0951800R,Île-de-France,95,95424,MONTIGNY LES CORMEILLES,COLLEGE,LOUIS ARAGON,1 PLACE EUGENE DELACROIX,95370,COLLEGE,Non,Oui,0,QP095025,BONNE
0950934Z,Île-de-France,95,95487,PERSAN,COLLEGE,GEORGES BRASSENS,15 RUE JEAN CATELAS,95340,COLLEGE,Non,Oui,"232,9889411",QP095040,MOYENNE
0950039B,Île-de-France,95,95572,ST OUEN L AUMONE,COLLEGE,LE PARC,9 RUE DU PARC,95310,COLLEGE,Non,Oui,"183,4877678",QP095018,BONNE
0951195H,Île-de-France,95,95572,ST OUEN L AUMONE,COLLEGE,MARCEL PAGNOL,2 RUE LOUISE WEISS,95310,COLLEGE,Non,Oui,"236,363661",QP095017,BONNE
0950723V,Île-de-France,95,95585,SARCELLES,COLLEGE,JEAN LURCAT,37 RUE MARIUS DELPECH,95200,COLLEGE,Oui,Non,0,QP095033,MOYENNE
0950045H,Île-de-France,95,95585,SARCELLES,COLLEGE,EVARISTE GALOIS,13 RUE JEAN GIRAUDOUX,95200,COLLEGE,Non,Oui,0,QP095033,MOYENNE
0950900M,Île-de-France,95,95585,SARCELLES,COLLEGE,ANATOLE FRANCE,34 BIS AVENUE PIERRE KOENIG,95200,COLLEGE,Non,Oui,0,QP095033,MOYENNE
0950943J,Île-de-France,95,95585,SARCELLES,COLLEGE,CHANTEREINE,AVENUE CHANTEREINE,95200,COLLEGE,Oui,Non,"41,01121237",QP095037,MOYENNE
0951945Y,Île-de-France,95,95585,SARCELLES,COLLEGE,VICTOR HUGO,68 RUE VICTOR HUGO,95200,COLLEGE,Non,Oui,"247,7546726",QP095038,MOYENNE
0951993A,Île-de-France,95,95680,VILLIERS LE BEL,COLLEGE,MARTIN LUTHER KING,1 RUE DU DOCTEUR RAMPONT,95400,COLLEGE,Oui,Non,0,QP095038,MOYENNE
0950939E,Île-de-France,95,95680,VILLIERS LE BEL,COLLEGE,LEON BLUM,2 RUE LEON BLUM,95400,COLLEGE,Non,Oui,"125,0950653",QP095034,MOYENNE
0950749Y,Île-de-France,95,95680,VILLIERS LE BEL,COLLEGE,SAINT EXUPERY,42 AVENUE PIERRE SEMARD,95400,COLLEGE,Oui,Non,"126,6878517",QP095034,BONNE
9710041T,Guadeloupe,971,97104,BAILLIF,COLLEGE,JEAN JAURES,RUE JEAN JAURES,97104,COLLEGE,Oui,Non,"87,4819",QP971006,BONNE
9710406P,Guadeloupe,971,97107,CAPESTERRE BELLE EAU,COLLEGE,GERMAIN SAINT-RUFF,AVENUE PAUL LACAVE,97107,COLLEGE,Non,Oui,0,QP971008,MOYENNE
9710661S,Guadeloupe,971,97120,POINTE A PITRE,COLLEGE,NESTOR DE KERMADEC,RUE DUBOUCHAGE,97120,COLLEGE,Oui,Non,0,QP971014,BONNE
